               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  10,             0.94801,             0.46673,             0.83901,             0.87594,             0.60043,             0.70172,             0.47656,              0.7876,             0.38651,             0.81371,           0.0088863,           0.0088863,           0.0088863
                  11,             0.93676,              0.4606,             0.83845,             0.86573,             0.60383,             0.69848,             0.46617,             0.79685,             0.38685,             0.81374,           0.0087625,           0.0087625,           0.0087625
                  12,             0.93118,             0.45594,             0.83507,             0.88452,             0.62377,             0.72875,             0.49528,             0.78445,             0.37449,             0.81368,           0.0086388,           0.0086388,           0.0086388
                  13,             0.91392,             0.44655,             0.83275,             0.87831,             0.62616,             0.73188,             0.50288,             0.77819,             0.37047,             0.81379,            0.008515,            0.008515,            0.008515
                  14,             0.90281,              0.4448,             0.83325,             0.89873,             0.61967,             0.73088,             0.50141,             0.77602,             0.36931,             0.81119,           0.0083913,           0.0083913,           0.0083913
                  15,             0.89038,             0.43596,             0.82912,             0.87341,             0.63171,             0.72735,               0.502,             0.75752,             0.36461,             0.80784,           0.0082675,           0.0082675,           0.0082675
                  16,             0.88074,             0.43206,             0.83181,             0.89133,             0.62233,             0.73124,             0.50151,             0.75573,             0.35763,             0.80796,           0.0081437,           0.0081437,           0.0081437
                  17,             0.87308,             0.42578,             0.83027,             0.88415,             0.63278,             0.73196,             0.50712,             0.74531,             0.35418,             0.80956,             0.00802,             0.00802,             0.00802
                  18,             0.86108,             0.42011,             0.82748,             0.88733,             0.64506,             0.75223,             0.52158,             0.73922,             0.35065,             0.80695,           0.0078963,           0.0078963,           0.0078963
                  19,             0.85707,             0.41674,             0.82667,             0.89597,              0.6354,             0.73689,             0.51132,             0.74664,              0.3516,             0.80576,           0.0077725,           0.0077725,           0.0077725
                  20,             0.84814,             0.41483,             0.82404,             0.88155,             0.64192,             0.74804,              0.5209,             0.74562,             0.35046,             0.80541,           0.0076488,           0.0076488,           0.0076488
                  21,             0.84266,             0.41204,             0.82388,             0.89694,             0.63862,             0.75314,             0.52752,             0.73305,              0.3505,             0.80507,            0.007525,            0.007525,            0.007525
                  22,             0.83936,             0.40827,             0.82212,             0.88902,             0.63244,             0.74241,             0.51865,             0.73607,             0.35011,              0.8049,           0.0074013,           0.0074013,           0.0074013
                  23,             0.83374,             0.40582,             0.82133,             0.89858,             0.62818,             0.74678,             0.52221,             0.73169,             0.34514,             0.80384,           0.0072775,           0.0072775,           0.0072775
                  24,             0.82595,             0.40294,             0.82371,             0.91382,             0.63137,             0.75427,             0.52914,             0.73215,             0.34134,             0.80458,           0.0071538,           0.0071538,           0.0071538
                  25,             0.82757,             0.40132,             0.82104,             0.91267,             0.63463,             0.75288,             0.53148,             0.72457,             0.34012,             0.80357,             0.00703,             0.00703,             0.00703
                  26,             0.82234,             0.40006,             0.82124,             0.89794,             0.64934,             0.75993,             0.53723,             0.71929,             0.33898,             0.80288,           0.0069063,           0.0069063,           0.0069063
                  27,             0.81428,             0.39429,             0.81986,             0.89163,             0.64124,             0.75744,             0.53414,             0.71669,             0.33424,             0.80182,           0.0067825,           0.0067825,           0.0067825
                  28,             0.81079,              0.3942,             0.81676,             0.89814,             0.64322,             0.75798,             0.53876,             0.70956,             0.33261,             0.80128,           0.0066587,           0.0066587,           0.0066587
                  29,             0.80648,             0.39131,             0.81846,              0.9085,              0.6443,             0.76149,             0.53758,             0.71492,             0.33257,             0.80109,            0.006535,            0.006535,            0.006535
                  30,             0.80235,             0.38986,             0.81801,              0.8997,              0.6474,             0.76198,             0.54168,             0.71084,             0.33093,             0.80075,           0.0064112,           0.0064112,           0.0064112
                  31,             0.79968,              0.3861,             0.81869,             0.90103,             0.65266,             0.76332,             0.54266,             0.70408,             0.32707,             0.79948,           0.0062875,           0.0062875,           0.0062875
                  32,             0.79422,             0.38472,             0.81668,              0.8932,             0.65379,             0.76173,             0.53887,             0.70818,             0.32836,             0.80007,           0.0061637,           0.0061637,           0.0061637
                  33,             0.79815,             0.38659,             0.81617,                0.91,             0.64649,             0.76006,             0.53973,             0.71175,             0.32994,             0.79841,             0.00604,             0.00604,             0.00604
                  34,              0.7898,             0.38093,             0.81478,             0.90982,             0.65092,             0.76939,             0.54888,             0.70467,             0.32738,             0.80107,           0.0059163,           0.0059163,           0.0059163
                  35,             0.78733,              0.3807,             0.81621,             0.90838,             0.64748,             0.76307,              0.5444,             0.70499,             0.32393,             0.79954,           0.0057925,           0.0057925,           0.0057925
                  36,              0.7827,             0.37464,              0.8154,             0.90716,             0.65283,             0.77096,             0.55223,             0.69889,             0.32178,             0.79922,           0.0056688,           0.0056688,           0.0056688
                  37,             0.78324,             0.37499,              0.8138,             0.90767,             0.65322,             0.77176,              0.5539,             0.69334,             0.32009,             0.79898,            0.005545,            0.005545,            0.005545
                  38,             0.77714,             0.37368,              0.8141,             0.89448,             0.65891,              0.7686,             0.54998,             0.69765,              0.3194,             0.79993,           0.0054212,           0.0054212,           0.0054212
                  39,              0.7791,             0.37267,             0.81505,             0.91264,             0.65602,             0.77379,             0.55532,             0.69135,             0.31642,             0.79884,           0.0052975,           0.0052975,           0.0052975
                  40,             0.77018,             0.36726,             0.81416,             0.90985,             0.65614,             0.77525,             0.55768,             0.69079,             0.31662,             0.79861,           0.0051737,           0.0051737,           0.0051737
                  41,             0.77197,             0.36855,             0.81268,             0.90476,             0.64961,              0.7687,             0.55405,             0.69147,             0.31604,             0.79818,             0.00505,             0.00505,             0.00505
                  42,             0.77042,             0.36637,             0.81442,             0.89619,             0.65971,             0.77749,             0.55931,             0.68942,             0.31639,             0.79783,           0.0049263,           0.0049263,           0.0049263
                  43,             0.76203,             0.36154,             0.81298,             0.90952,             0.65419,             0.77465,             0.56105,             0.68888,             0.31552,             0.79691,           0.0048025,           0.0048025,           0.0048025
                  44,             0.75825,             0.36051,             0.81094,             0.90777,             0.66236,             0.78029,              0.5637,             0.68016,             0.31128,             0.79632,           0.0046788,           0.0046788,           0.0046788
                  45,             0.76167,             0.36047,             0.80914,             0.91762,             0.65643,             0.78406,             0.56543,             0.68446,             0.31419,             0.79699,            0.004555,            0.004555,            0.004555
                  46,             0.75115,              0.3582,             0.80915,             0.91186,             0.65923,             0.78108,             0.56452,             0.68348,               0.308,             0.79734,           0.0044313,           0.0044313,           0.0044313
                  47,             0.75459,             0.35772,             0.81128,             0.91331,             0.66192,             0.78596,             0.57116,              0.6825,             0.31029,             0.79726,           0.0043075,           0.0043075,           0.0043075
                  48,             0.74999,             0.35575,             0.80884,             0.91275,             0.66236,             0.78344,             0.56595,             0.67907,             0.30679,             0.79569,           0.0041837,           0.0041837,           0.0041837
                  49,             0.74407,             0.35144,             0.80908,             0.91053,             0.66283,             0.78564,             0.57244,             0.67972,             0.30532,             0.79586,             0.00406,             0.00406,             0.00406
                  50,             0.74113,             0.35177,             0.80852,             0.91329,             0.66024,             0.78196,             0.56913,             0.67238,              0.3059,             0.79559,           0.0039362,           0.0039362,           0.0039362
                  51,             0.73523,             0.34659,             0.80817,              0.9091,             0.66435,             0.78405,             0.57126,             0.67331,             0.30413,             0.79602,           0.0038125,           0.0038125,           0.0038125
                  52,             0.73014,             0.34489,             0.80668,             0.90965,             0.66081,             0.78279,             0.57017,             0.67499,             0.30419,              0.7953,           0.0036888,           0.0036888,           0.0036888
                  53,             0.73102,             0.34446,             0.80661,             0.90647,             0.66521,             0.78739,             0.57494,             0.66924,             0.30445,             0.79487,            0.003565,            0.003565,            0.003565
                  54,             0.73252,             0.34668,              0.8087,             0.91308,             0.66157,             0.78525,             0.57277,             0.66991,             0.30062,             0.79609,           0.0034413,           0.0034413,           0.0034413
                  55,             0.72662,             0.34226,             0.80728,              0.9211,             0.65995,             0.78842,             0.57513,             0.66868,             0.29903,             0.79533,           0.0033175,           0.0033175,           0.0033175
                  56,             0.72662,             0.34073,             0.80744,              0.9129,              0.6667,             0.78802,             0.57629,             0.66696,             0.29831,             0.79449,           0.0031938,           0.0031938,           0.0031938
                  57,             0.72357,              0.3405,             0.80751,             0.92201,             0.66246,             0.79078,             0.58051,             0.66681,              0.2971,             0.79533,             0.00307,             0.00307,             0.00307
                  58,             0.71959,             0.33699,               0.807,             0.91493,              0.6683,             0.79432,             0.58244,             0.66893,             0.29648,               0.796,           0.0029462,           0.0029462,           0.0029462
                  59,             0.71094,             0.33308,             0.80531,             0.90888,             0.66813,               0.792,             0.58271,              0.6656,             0.29541,             0.79497,           0.0028225,           0.0028225,           0.0028225
                  60,             0.71532,             0.33533,             0.80495,             0.90988,             0.67105,             0.79248,             0.58104,              0.6625,             0.29515,             0.79464,           0.0026987,           0.0026987,           0.0026987
                  61,             0.71397,             0.33256,             0.80425,             0.90766,             0.66961,             0.79529,              0.5849,             0.66282,             0.29202,              0.7945,            0.002575,            0.002575,            0.002575
                  62,             0.70682,             0.33049,             0.80359,             0.91094,             0.66886,             0.79309,             0.58338,             0.65956,             0.29499,              0.7943,           0.0024513,           0.0024513,           0.0024513
                  63,             0.70525,             0.32827,             0.80312,             0.91306,             0.67022,             0.79279,              0.5823,              0.6636,             0.29365,             0.79528,           0.0023275,           0.0023275,           0.0023275
                  64,              0.7049,             0.32851,             0.80373,             0.91783,             0.66737,             0.79448,             0.58584,             0.65682,              0.2908,             0.79416,           0.0022038,           0.0022038,           0.0022038
                  65,             0.70102,             0.31963,             0.80421,             0.91348,             0.66431,             0.79354,             0.58445,             0.66115,             0.29449,              0.7942,             0.00208,             0.00208,             0.00208
                  66,             0.69369,             0.31335,              0.8029,             0.90942,             0.66609,             0.79375,             0.58557,             0.66175,             0.29325,             0.79476,           0.0019563,           0.0019563,           0.0019563
                  67,             0.69007,             0.31326,             0.80333,             0.91046,             0.67165,             0.79753,             0.58659,             0.66016,             0.29285,             0.79485,           0.0018325,           0.0018325,           0.0018325
                  68,             0.68711,             0.31054,             0.80234,             0.90748,             0.67073,             0.79631,             0.58726,             0.65981,             0.29259,             0.79441,           0.0017087,           0.0017087,           0.0017087
                  69,             0.68256,             0.30841,             0.80023,             0.91476,             0.67265,             0.79507,             0.58596,             0.66124,             0.29225,             0.79373,            0.001585,            0.001585,            0.001585
                  70,             0.67545,             0.30509,             0.80143,             0.91631,             0.66841,             0.79461,               0.588,             0.65894,             0.29161,              0.7937,           0.0014612,           0.0014612,           0.0014612
